,,,,,,,which_in_the_blowing_problems_apply?,,,,,,,,
bu412,S01,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Ambushure is still unstable.
bu412,S06,1,1,1,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,It does not hold as a sound
bu412,S06,1,1,1,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Not sounded
bu412,S06,1,1,1,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Not sounded
bu412,S07,1,1,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,The sound has turned over.
bu413,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Weak sound
bu413,S09,1,1,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The rising sound was unclear because there was no tanging.
bu414,S02,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A pretty faint sound
bu414,S07,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,There are signs that adjust the position of the lip plate will make a good sound.
bu414,S09,1,1,3,3,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,I thought it would be better to breathe carefully with the width of the hole between the lips.
bu415,S02,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,The sound has not yet come out.
bu415,S06,2,2,2,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Poor pitch
bu415,S06,1,1,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Crisp sound
bu416,S01,3,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,The recording condition is not so good and the sound is difficult to understand.
bu416,S02,2,2,2,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Slimy sound
bu416,S02,2,2,2,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The sound was full and it was not clear.
bu416,S02,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,The breathtaking place is incorrect and I don't get any tips.
bu416,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A weak sound
bu416,S06,2,2,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Improve by putting your breath together
bu416,S06,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not bad sound quality
bu416,S06,2,2,2,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,The sound is rising
bu417,S04,2,2,2,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I felt that my lips had a little power and the flow of breathing was getting worse
bu417,S06,1,1,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The amount of breath is unstable
bu417,S08,1,1,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Shortly after I started the flute, I felt the pitching of the pitch that I saw. The problem is that the same pressure is not blown by the same pressure continuously, and I feel that the support of the stomach has not yet been firmly made."
bu418,S01,1,2,1,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,The control of exhalation is unstable.
bu418,S02,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Relatively good sound
bu418,S04,2,2,2,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"I thought that if I changed the direction, the sound would be able to be heard together."
bu418,S06,2,2,2,2,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,There is a rising sound
bu418,S06,2,2,2,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,There is room for improvement with vibrato
bu418,S09,3,2,3,3,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I think it is relatively stable in listening so far.
bu419,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Not very beautiful sound
bu419,S02,2,2,2,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,It was a muffled sound
bu419,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,There is no sound growth.
bu419,S06,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Improve if you breathe a lot and stabilize and blow
bu419,S06,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Sound quality that is short but not bad
bu419,S06,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Beautiful sound quality
bu420,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Sound growth is not enough.
bu420,S06,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,The sound quality is beautiful
bu420,S06,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Low breathing
bu420,S08,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I get the impression that I started to blow without the shape of my mouth or the stomach.
bu421,S07,4,3,4,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"The sample is short, but if it can last, it will be a good sound."
bu421,S10,4,4,4,4,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I feel the pitch slightly lower. The tone is dark.
bu422,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,The sound of the beginning was not beautiful.
bu422,S02,2,2,2,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The sound was bad and the sound was not very beautiful.
bu422,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"The starting out is not beautiful, but a beginner -like sound"
bu422,S06,2,2,2,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Poor pitch
bu424,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,The sound was strong and lacked the gracefulness.
bu424,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Sound growth is not enough.
bu424,S06,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Practice is needed
bu424,S06,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"The sound is short, but the thick sound is fine"
bu424,S11,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Although it sounds like a flute, it feels too breathtaking."
bu425,S01,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,The tone may be bright.
bu425,S02,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,The sound of the feeling that has not yet obtained the way of making sounds
bu425,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I felt that my breath was too strong.
bu425,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,The start of the sound is unstable.
bu426,S02,1,1,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,I just started
bu426,S02,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Performance of people who have just started
bu426,S02,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,I can't blow it at all.
bu426,S11,1,1,1,1,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I don't have enough breath at the end. The sound is shaking because the stomach is not supported.
bu427,S02,2,2,2,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Feeling sound
bu427,S06,2,2,2,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,The breath I put out is wasted
bu428,S02,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Relatively stable sound
bu428,S03,3,2,2,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
bu428,S06,3,3,2,2,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The core of the adult is solid
bu429,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,I felt a little unstable.
bu429,S05,2,2,2,2,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,I can hear the sound (the head tube is too inside?)
bu429,S06,2,2,2,2,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tanging weak
bu429,S08,3,3,2,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Shaking because the pressure of the breath is not stable
bd500,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,The sound was unstable and I felt shaking.
bd500,S02,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Relatively good sound
bd500,S05,1,2,2,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,I think it is a tone that has not been found yet.
bd500,S06,3,2,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"The start is unstable, but it is generally stable"
bd501,S03,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-
bd501,S06,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"It is a beginner level, but the sound quality is not bad"
bd502,S02,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,The first sound was faint.
bd502,S06,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sorry for the start
bd502,S10,1,1,1,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,I'm not exhaling straight
bd502,S11,1,1,1,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Impression once or twice after starting to blow.
bd503,S02,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,The sound of the feeling that you have not yet obtained how to make a sound
bd503,S04,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"I couldn't control my lips, so I felt like my breath was not organized"
bd503,S06,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Too much
bd504,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,The sound was unstable and not beautiful
bd504,S05,3,3,2,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Although it was a solid tone, I felt that it was not supported by the stomach so that the speed of breath was constant."
bd504,S06,3,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"The sound quality is not bad, but the momentum of breath is unstable"
bd504,S06,2,2,2,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,The momentum of breath is unstable
bd504,S10,3,3,3,3,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,The sound is crushed. The end of wiping has not been handled neatly.
bd504,S08,4,3,4,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"I felt like a muffled sound. In particular, it feels like the last sound of the extended."
bd505,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"The sound is interrupted, faded or unstable."
bd505,S06,2,2,1,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,The sound is interrupted
bd505,S06,2,2,2,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Low pitch
bd505,S08,2,2,2,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,The pitch is not stable because my lips are hard and my breath is too strong
bd506,S04,2,2,2,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
bd506,S05,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I think the sound is off.
bd506,S06,2,2,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,The pitch is low due to the inner blow
bd507,S02,1,1,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,There is almost no sound.
bd507,S06,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Breath is not well in the song
bd507,S08,1,1,1,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,The breath is not organized where the sound is heard
bd507,S09,1,1,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"The breath is not well blended in the edge, and the direction is not determined, so it feels like it sounds or does not sound."
bd508,S02,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,A terrible sound. Like the first person who blew today.
bd508,S05,1,1,1,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,I don't have a breath.
bd508,S06,1,1,1,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Breath is not in the singing mouth
bd508,S11,1,1,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Impression that I had an instrument for the first time.
bd509,S01,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"It's good to pull your lips a little more, as your mouth is too tight."
bd509,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,The sound is broken and faint.
bd509,S06,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,The sound of the sound is unclear
bd509,S06,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Crisp sound
bd509,S07,1,1,1,2,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,You should develop muscles around your mouth by blowing.
bd510,S06,1,1,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Not sounded
bd512,S06,1,1,1,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,There is a problem with the breathtaking angle
bd513,S06,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I can't breathe
bd514,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Kumotsu noise
bd514,S02,2,2,2,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"Unstable, beginner -like sound"
bd514,S02,2,2,2,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Ficking and unstable sound
bd515,S02,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,There was no sound in Kasukas.
bd515,S02,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,There is no place to breathe.
bd515,S05,1,1,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,I don't think you can find the sound yet.
bd515,S06,2,1,1,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,The singing mouth is not breathing efficiently
bd516,S02,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,There is no sound at all.
bd516,S02,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,There is no sound at all.
bd516,S06,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,It's a waste without breathing in the song
bd517,S02,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Relatively stable sound
bd517,S10,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"I haven't exhaled straight. The so -called ""stomach support"" is not available. The tone is mellow and good."
bd518,S02,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,A clear sound. Stable sound.
bd518,S02,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,I felt it was a very beautiful sound.
bd518,S02,5,5,4,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,There is a stable sound from the beginning to the end.
bd518,S05,4,4,5,5,5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"It has a core and a very good sound, but I thought it was a little hard. I feel that it has power."
bd518,S06,3,3,3,3,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"It is an inner blow, but if you adjust the pitch, it will improve"
bd518,S09,4,4,4,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"I think it would be nice to be able to attenuate a little with the sound of the sound, but the sound was solid."
bd518,S10,3,3,3,3,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ambushure is too tight. The sound is too crushed.
bd519,S07,2,1,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,The sound has turned over.
bd519,S08,2,2,2,2,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,You can feel the power of your lips
bd520,S06,1,1,1,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Practice is required from the basics
bd521,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I felt a little shaking of the sound.
bd521,S03,2,2,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
bd521,S06,1,1,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Vulnerable
bd521,S09,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I hope you can blow a little more carefully. It was difficult to evaluate short and stability.
bd522,S02,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,I felt a little shaking of the sound.
bd522,S06,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Soft sound is fine
bd523,S06,2,2,2,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Low pitch
bd524,S02,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I want a little more gorgeousness.
bd524,S02,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A reasonably stable sound
bd524,S03,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-
bd524,S06,3,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I'm worried about the sound of my breath
bd525,S02,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Clear sound, lack of stretching."
bd525,S06,3,3,3,3,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"The pitch is bad, but the sound quality is not bad"
bd526,S06,3,3,2,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Poor pitch
bd526,S09,2,2,1,2,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Probably, I thought it wasn't just getting started, but I think that the sound is broken on the way, so I think it's too strong. Feeling that you can't control that area and you're struggling?"
bd527,S03,2,2,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
bd528,S01,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,The exhalation is unstable.
bd528,S08,2,2,2,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I'm too breathtaking and not organized
